Date,Heure de début,Heure de fin,Terrain (alias),Terrain,Lieu,Type d'événement,Identifiant,Organisation,Organisation secondaire,Horaire,Catégorie,Équipe locale,Équipe visiteuse,Équipes de pratique,Type de pratique,Type de plage horaire,Sous-type de plage horaire,Ligues partagées (plage horaire),Restrictions de catégorie (plage horaire),Commentaires,Notes
2025-05-24,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-05-24,10:00,12:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-05-24,12:00,14:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-05-24,14:00,16:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-05-25,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-05-25,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-05-26,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-05-26,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-05-27,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-05-27,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-05-28,18:00,20:00,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-05-28,20:00,23:00,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-05-29,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-05-29,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-05-30,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-05-30,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-05-31,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-05-31,16:00,18:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-05-31,18:00,20:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-05-31,20:00,22:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-01,08:30,10:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-01,10:45,12:45,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-01,13:00,15:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-01,15:15,17:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-01,17:30,19:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-01,20:00,22:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-02,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-02,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-03,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-03,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-06-04,18:00,20:30,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-04,20:30,23:00,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-05,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-05,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-06-06,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-06,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-07,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-07,10:00,12:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-07,12:00,14:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-07,14:00,16:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-08,09:00,11:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-08,11:15,13:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-08,13:30,15:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-08,15:45,17:45,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-08,18:00,20:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-08,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-09,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-09,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-10,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-10,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-06-11,18:00,20:30,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-11,20:30,23:00,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-12,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-12,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-06-13,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-13,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-14,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-14,10:00,12:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-14,12:00,14:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-14,14:00,16:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-15,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-15,10:00,12:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-15,12:00,14:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-15,14:00,16:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-15,16:00,18:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-15,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-15,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-16,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-16,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-17,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-17,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-06-18,18:00,20:30,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-18,20:30,23:00,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-19,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-19,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-06-20,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-20,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-21,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-21,10:00,12:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-21,12:00,14:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-21,14:00,16:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-22,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-22,10:00,12:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-22,12:00,14:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-22,14:00,16:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-22,16:00,18:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-22,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-22,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-06-23,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-23,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-24,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-06-25,18:00,20:30,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-25,20:30,23:00,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-06-30,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-06-30,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-07-01,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-01,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-07-02,18:00,20:30,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-07-02,20:30,23:00,,Terrain Baseball,Parc Aydelu,Plage horaire,ABFO - Allocation terrain Ville de Gatineau,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-07-03,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-03,20:30,22:30,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL ÉLITE OUTAOUAIS,,,,,,,,,,,,,
2025-07-04,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-04,20:15,22:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-05,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-07-05,10:00,12:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-07-05,12:00,14:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-07-05,14:00,16:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-07-06,08:00,10:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-06,10:00,12:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-06,12:00,14:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-06,14:00,16:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-06,16:00,18:00,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,,,,
2025-07-06,18:15,20:15,,Terrain Baseball,Parc Aydelu,Plage horaire,,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
